lights,Tdewpoint,RH_6,day_of_week,Windspeed,hour,month
0,7.492394756815151,45.1013930985242,2,5.521552134604091,22,3
0,4.105859223446236,35.62289661156528,6,6.20254469364741,22,4
0,8.23002181451273,48.7849635952944,1,2.9315785706658852,3,3
0,1.5908639886727887,56.37371755098969,0,2.8875747120079134,14,2
0,9.672423054758626,71.10890985945967,4,4.691477905298875,5,1
0,13.403774903176256,52.41306013658103,1,2.969255294246058,21,5
10,2.238726883959264,69.76351515088594,2,3.877646082477712,18,3
0,1.8919806790784375,56.617448892854945,1,9.186633026073888,9,4
0,9.85714291638724,1.0,4,3.4342372223450703,2,2
0,10.386455747342733,25.348968218131123,3,3.1613809456632294,12,4
30,1.5674931850501355,50.120783997777224,0,2.4524838931123107,8,5
0,1.998171143333396,16.927326979455152,3,5.8639304053223,12,5
0,2.578719666471665,73.29674686610643,3,3.595531282510237,23,2
10,-1.878789559445476,99.9,5,2.4479951378178395,9,4
20,-0.0927145324951093,92.57327847643288,1,7.278559380507053,23,4
30,-0.45131002735129844,47.96037939259465,6,7.519511846785779,15,3
0,0.5400664717661203,99.9,5,2.567981093652431,8,4
0,3.615215978188814,59.24004581943419,0,0.0,0,4
0,4.743155186741427,44.10892082389728,0,6.509390027247285,23,5
10,10.264510401375123,35.501709494760505,6,2.3615729739564024,21,5
0,-0.42703674960777427,45.187211370250466,2,5.977749470248428,9,3
0,7.8895926837189565,42.51745084464955,1,0.0,22,4
20,2.863099023822302,59.91751563261694,2,6.22770469842248,7,3
0,3.5532240233678527,59.61093172594384,5,1.0709021200195852,23,3
0,6.591336987829218,54.70396632405425,1,5.83101577674676,8,5
0,-0.9487166311165902,68.2196225547826,0,4.0747381481473255,12,3
0,5.364781079900801,91.69748371357798,6,1.7014357487123348,11,4
0,4.458915260791601,84.1875103748689,5,3.0420159126313715,11,3
0,5.826366494405457,8.354799925426555,4,5.722069653947655,21,1
0,4.973667492101663,1.0,1,4.299322375668643,19,2
0,14.059826282208876,83.71296724831103,5,5.472276850152371,9,4
0,1.0856122217200666,12.031077276570251,0,8.884443596933536,1,2
0,1.5333616382663942,47.60768475109407,1,0.2054504391864378,3,5
20,1.1468518058848747,18.16028977342608,1,8.003896497775347,17,1
0,1.430675970677941,1.0,6,4.295551134547236,23,3
0,1.0870923323396413,71.4755422599865,0,1.8366337308046607,17,1
10,8.74821248400351,78.25661926040279,5,0.778859538659082,14,1
0,9.719221934460712,36.65089631973182,6,3.576175911322425,22,1
20,1.366627160544514,1.0,4,6.298919455786182,6,2
0,0.2692683632744237,37.59367486394175,4,3.7271006780469165,17,2
30,5.738129108971507,66.81370209711969,3,7.743925813638906,9,4
0,1.444325668825364,8.54127511322016,3,0.4825999561645271,0,5
20,6.415632945046138,60.32070929405256,3,4.010119032097718,14,2
0,4.611897476066522,54.13218455786032,5,0.9698590927276101,14,5
30,-2.5973059044637727,72.65390114549037,0,4.931093673751896,0,4
0,10.251946208436404,58.33398865020552,6,6.21370835573204,14,5
0,11.293781259409315,24.298174775632432,4,3.0083717313828884,16,5
30,1.1902741121008038,91.88205338060072,0,0.0,12,3
0,2.134435356949565,49.670917962264646,0,4.527417507059837,13,5
0,4.959811508289389,53.758552282327884,0,5.110294247487353,22,2
0,5.16363531600549,25.537967632617598,0,5.030767344312031,6,5
0,6.523068173614966,40.800927314907206,2,7.0689264829535885,18,4
0,12.19280698248497,27.047650607518786,4,1.4143628607563112,19,4
0,3.01847556125106,49.22184719403328,1,5.7071114441920985,16,1
20,0.4121310574577115,99.9,3,6.962850697238592,0,4
0,-2.0250515476370783,11.874629104878345,4,0.0,10,5
0,0.6947127563708255,4.34695907550298,0,4.823288852512809,12,2
20,3.6217508809278702,99.9,6,2.8038957193979677,13,2
20,11.288245123021415,48.08869147915362,0,3.839921654018318,16,4
0,1.5895097510831953,33.76759746172924,5,4.8919834707380305,22,2
0,4.699418512822848,87.00191252900478,4,2.8454470141021346,17,4
0,3.6918186005176072,35.74427688958603,0,2.3834421430575214,2,3
0,8.745598137611555,99.9,1,4.1234668196419015,20,4
0,14.360298495440933,75.72634267778773,2,1.3746720613181669,17,3
0,1.5338993169570356,39.41073773939638,3,1.3781547800121352,1,1
0,1.707680768035086,99.9,4,5.705045500327961,11,1
0,8.140594028398636,35.74118112012809,1,1.2238040994340516,6,4
30,6.621001526662942,77.72521016678792,1,5.673030642246636,0,5
30,11.506993751813344,63.931989167225645,2,5.173665019236495,8,4
